Match_id,Team,Opposite_Team,Innings,Bowler,Overs,Maindens,Runs,Wickets,No_Balls,Wides,Economy
1,CSK,RCB,1,D Chahar,4,0,37,1,0,2,9.20
1,CSK,RCB,1,Tushar Deshpande,4,0,47,0,0,6,11.80
1,CSK,RCB,1,M Theekshana,4,0,36,0,0,0,9.00
1,CSK,RCB,1,Mustafizur,4,0,29,4,0,2,7.20
1,CSK,RCB,1,Ravindra Jadeja,4,0,21,0,0,0,5.20
2,PK,DC,1,Sam Curran,1,0,10,0,0,1,10.00
2,PK,DC,1,Arshdeep Singh,4,0,28,2,0,2,7.00
2,PK,DC,1,Rabada,4,0,36,1,0,1,9.00
2,PK,DC,1,Harpreet Brar,3,0,14,1,0,0,4.70
2,PK,DC,1,Rahul Chahar,4,0,33,1,0,0,8.20
2,PK,DC,1,Harshal Patel,4,0,47,2,0,0,11.80
3,SH,KKR,1,Bhuvneshwar,4,0,51,0,1,2,12.80
3,SH,KKR,1,Marco Jansen,3,0,40,0,0,1,13.30
3,SH,KKR,1,T Natarajan,4,0,32,3,0,3,8.00
3,SH,KKR,1,Cummins (c),4,0,32,1,0,0,8.00
3,SH,KKR,1,Markande,4,0,39,2,0,0,9.80
3,SH,KKR,1,Shahbaz Ahmed,1,0,14,0,1,0,14.00
4,LSG,RR,1,Mohsin Khan,4,0,45,1,0,1,11.20
4,LSG,RR,1,Naveen-ul-Haq,4,0,41,2,0,4,10.20
4,LSG,RR,1,Krunal Pandya,4,0,19,0,0,0,4.80
4,LSG,RR,1,Ravi Bishnoi,4,0,38,1,0,0,9.50
4,LSG,RR,1,Yash Thakur,3,0,43,0,1,1,14.30
4,LSG,RR,1,Ayush Badoni,1,0,6,0,0,0,6.00
5,M,GT,1,Hardik Pandya (c),3,0,30,0,0,0,10.00
5,M,GT,1,Luke Wood,2,0,25,0,1,1,12.50
5,M,GT,1,Bumrah,4,0,14,3,0,0,3.50
5,M,GT,1,Shams Mulani,3,0,24,0,0,1,8.00
5,M,GT,1,Chawla,3,0,31,1,0,5,10.30
5,M,GT,1,Naman Dhir,1,0,13,0,0,0,13.00
5,M,GT,1,Gerald Coetzee,4,0,27,2,0,0,6.80
6,RCB,PK,1,Siraj,4,0,26,2,0,0,6.50
6,RCB,PK,1,Yash Dayal,4,0,23,1,0,2,5.80
6,RCB,PK,1,Alzarri Joseph,4,0,43,1,0,3,10.80
6,RCB,PK,1,Green,2,0,19,0,0,1,9.50
6,RCB,PK,1,Mayank Dagar,3,0,34,0,0,0,11.30
6,RCB,PK,1,Maxwell,3,0,29,2,0,0,9.70
7,GT,CSK,1,Azmatullah,3,0,30,0,0,1,10.00
7,GT,CSK,1,Umesh,2,0,27,0,0,1,13.50
7,GT,CSK,1,Rashid Khan,4,0,49,2,0,0,12.20
7,GT,CSK,1,Sai Kishore,3,0,28,1,0,2,9.30
7,GT,CSK,1,Spencer Johnson,4,0,35,1,0,0,8.80
7,GT,CSK,1,Mohit Sharma,4,0,36,1,0,1,9.00
8,M,SH,1,Kwena Maphaka,4,0,66,0,0,3,16.50
8,M,SH,1,Hardik Pandya (c),4,0,46,1,0,0,11.50
8,M,SH,1,Bumrah,4,0,36,0,1,1,9.00
8,M,SH,1,Gerald Coetzee,4,0,57,1,1,6,14.20
8,M,SH,1,Chawla,2,0,34,1,0,0,17.00
8,M,SH,1,Shams Mulani,2,0,33,0,0,2,16.50
9,DC,RR,1,Khaleel Ahmed,4,0,24,1,0,2,6.00
9,DC,RR,1,Mukesh Kumar,4,0,49,1,0,1,12.20
9,DC,RR,1,Nortje,4,0,48,1,0,0,12.00
9,DC,RR,1,Axar,4,0,21,1,0,0,5.20
9,DC,RR,1,Kuldeep Yadav,4,0,41,1,0,2,10.20
10,KKR,RCB,1,Starc,4,0,47,0,0,1,11.80
10,KKR,RCB,1,Harshit Rana,4,0,39,2,0,1,9.80
10,KKR,RCB,1,Anukul Roy,2,0,6,0,0,0,3.00
10,KKR,RCB,1,Narine,4,0,40,1,0,0,10.00
10,KKR,RCB,1,Russell,4,0,29,2,0,1,7.20
10,KKR,RCB,1,Chakaravarthy,2,0,20,0,0,0,10.00
11,PK,LSG,1,Sam Curran,4,0,28,3,0,0,7.00
11,PK,LSG,1,Arshdeep Singh,3,0,30,2,0,1,10.00
11,PK,LSG,1,Rabada,4,0,38,1,0,0,9.50
11,PK,LSG,1,Rahul Chahar,3,0,42,1,0,0,14.00
11,PK,LSG,1,Harpreet Brar,2,0,14,0,0,0,7.00
11,PK,LSG,1,Harshal Patel,4,0,45,0,0,4,11.20
12,GT,SH,1,Azmatullah,3,0,24,1,0,1,8.00
12,GT,SH,1,Umesh,3,0,28,1,0,0,9.30
12,GT,SH,1,Rashid Khan,4,0,33,1,0,0,8.20
12,GT,SH,1,Noor Ahmad,4,0,32,1,0,0,8.00
12,GT,SH,1,Mohit Sharma,4,0,25,3,0,0,6.20
12,GT,SH,1,Darshan Nalkande,2,0,18,0,0,1,9.00
13,CSK,DC,1,D Chahar,4,0,42,0,0,0,10.50
13,CSK,DC,1,Tushar Deshpande,4,0,24,0,0,2,6.00
13,CSK,DC,1,Mustafizur,4,0,47,1,2,1,11.80
13,CSK,DC,1,Ravindra Jadeja,4,0,43,1,0,0,10.80
13,CSK,DC,1,Matheesha Pathirana,4,0,31,3,0,2,7.80
14,RR,M,1,Boult,4,0,22,3,0,1,5.50
14,RR,M,1,Nandre Burger,4,0,32,2,0,1,8.00
14,RR,M,1,Avesh Khan,4,0,30,1,0,1,7.50
14,RR,M,1,Chahal,4,0,11,3,0,0,2.80
14,RR,M,1,Ashwin,4,0,27,0,0,1,6.80
15,RCB,LSG,1,R Topley,4,0,39,1,0,1,9.80
15,RCB,LSG,1,Yash Dayal,4,0,24,1,0,0,6.00
15,RCB,LSG,1,Siraj,4,0,47,1,0,3,11.80
15,RCB,LSG,1,Maxwell,4,0,23,2,0,1,5.80
15,RCB,LSG,1,Mayank Dagar,2,0,23,0,0,5,11.50
15,RCB,LSG,1,Green,2,0,25,0,0,0,12.50
16,DC,KKR,1,Khaleel Ahmed,4,0,43,1,1,8,10.80
16,DC,KKR,1,Ishant,3,0,43,2,0,0,14.30
16,DC,KKR,1,Nortje,4,0,59,3,0,2,14.80
16,DC,KKR,1,Rasikh Salam,3,0,47,0,0,1,15.70
16,DC,KKR,1,Sumit Kumar,2,0,19,0,0,0,9.50
16,DC,KKR,1,Axar,1,0,18,0,0,0,18.00
16,DC,KKR,1,Mitchell Marsh,3,0,37,1,0,4,12.30
17,PK,GT,1,Harpreet Brar,4,0,33,1,0,0,8.20
17,PK,GT,1,Arshdeep Singh,4,0,33,0,0,0,8.20
17,PK,GT,1,Rabada,4,0,44,2,0,1,11.00
17,PK,GT,1,Sam Curran,2,0,18,0,0,0,9.00
17,PK,GT,1,Harshal Patel,4,0,44,1,0,3,11.00
17,PK,GT,1,Raza,2,0,22,0,0,0,11.00
18,SH,CSK,1,Abhishek Sharma,1,0,7,0,0,0,7.00
18,SH,CSK,1,Bhuvneshwar,4,0,28,1,0,0,7.00
18,SH,CSK,1,T Natarajan,4,0,39,1,0,0,9.80
18,SH,CSK,1,Cummins (c),4,0,29,1,0,0,7.20
18,SH,CSK,1,Markande,2,0,21,0,0,0,10.50
18,SH,CSK,1,Shahbaz Ahmed,1,0,11,1,0,0,11.00
18,SH,CSK,1,Jaydev Unadkat,4,0,29,1,0,1,7.20
19,RR,RCB,1,Boult,3,0,30,0,0,1,10.00
19,RR,RCB,1,Nandre Burger,4,0,33,1,0,6,8.20
19,RR,RCB,1,Ashwin,4,0,28,0,0,1,7.00
19,RR,RCB,1,Avesh Khan,4,0,46,0,0,0,11.50
19,RR,RCB,1,Chahal,4,0,34,2,0,1,8.50
19,RR,RCB,1,Riyan Parag,1,0,10,0,0,0,10.00
20,DC,M,1,Khaleel Ahmed,4,0,39,1,0,0,9.80
20,DC,M,1,Ishant,3,0,40,0,0,8,13.30
20,DC,M,1,Jhye Richardson,4,0,40,0,0,2,10.00
20,DC,M,1,Axar,4,0,35,2,0,0,8.80
20,DC,M,1,Lalit Yadav,1,0,15,0,0,0,15.00
20,DC,M,1,Nortje,4,0,65,2,1,3,16.20
21,GT,LSG,1,Umesh,3,0,22,2,0,0,7.30
21,GT,LSG,1,Spencer Johnson,4,0,32,0,0,1,8.00
21,GT,LSG,1,Rashid Khan,4,0,28,1,0,0,7.00
21,GT,LSG,1,Mohit Sharma,3,0,34,0,0,0,11.30
21,GT,LSG,1,Noor Ahmad,4,0,22,0,0,0,5.50
21,GT,LSG,1,Darshan Nalkande,2,0,21,2,0,0,10.50
22,CSK,KKR,1,Tushar Deshpande,4,0,33,3,0,2,8.20
22,CSK,KKR,1,Mustafizur,4,0,22,2,1,2,5.50
22,CSK,KKR,1,Thakur,3,0,27,0,1,1,9.00
22,CSK,KKR,1,M Theekshana,4,0,28,1,0,0,7.00
22,CSK,KKR,1,Ravindra Jadeja,4,0,18,3,0,1,4.50
22,CSK,KKR,1,Rachin Ravindra,1,0,4,0,0,0,4.00
23,PK,SH,1,Rabada,4,0,32,1,0,1,8.00
23,PK,SH,1,Arshdeep Singh,4,0,29,4,0,2,7.20
23,PK,SH,1,Sam Curran,4,0,41,2,0,1,10.20
23,PK,SH,1,Harshal Patel,4,0,30,2,0,1,7.50
23,PK,SH,1,Harpreet Brar,4,0,48,0,0,0,12.00
24,GT,RR,1,Umesh,4,0,47,1,0,2,11.80
24,GT,RR,1,Spencer Johnson,4,0,37,0,0,0,9.20
24,GT,RR,1,Rashid Khan,4,0,18,1,0,0,4.50
24,GT,RR,1,Noor Ahmad,4,0,43,0,0,1,10.80
24,GT,RR,1,Mohit Sharma,4,0,51,1,0,4,12.80
25,M,RCB,1,Nabi,1,0,7,0,0,0,7.00
25,M,RCB,1,Gerald Coetzee,4,0,42,1,0,3,10.50
25,M,RCB,1,Bumrah,4,0,21,5,0,0,5.20
25,M,RCB,1,Akash Madhwal,4,0,57,1,0,3,14.20
25,M,RCB,1,Shreyas Gopal,4,0,32,1,0,0,8.00
25,M,RCB,1,Romario Shepherd,2,0,22,0,0,0,11.00
25,M,RCB,1,Hardik Pandya (c),1,0,13,0,0,2,13.00
26,DC,LSG,1,Khaleel Ahmed,4,0,41,2,0,1,10.20
26,DC,LSG,1,Ishant,4,0,36,1,0,4,9.00
26,DC,LSG,1,Mukesh Kumar,4,0,41,1,0,1,10.20
26,DC,LSG,1,Axar,4,0,26,0,0,0,6.50
26,DC,LSG,1,Kuldeep Yadav,4,0,20,3,0,1,5.00
27,RR,PK,1,Boult,4,0,22,1,0,3,5.50
27,RR,PK,1,Kuldeep Sen,4,0,35,1,0,0,8.80
27,RR,PK,1,Avesh Khan,4,0,34,2,0,0,8.50
27,RR,PK,1,Chahal,4,0,31,1,1,2,7.80
27,RR,PK,1,Maharaj,4,0,23,2,0,0,5.80
28,KKR,LSG,1,Starc,4,0,28,3,0,1,7.00
28,KKR,LSG,1,Vaibhav Arora,3,0,34,1,1,1,11.30
28,KKR,LSG,1,Harshit Rana,4,0,35,0,0,2,8.80
28,KKR,LSG,1,Narine,4,0,17,1,0,0,4.20
28,KKR,LSG,1,Chakaravarthy,4,0,30,1,0,2,7.50
28,KKR,LSG,1,Russell,1,0,16,1,0,0,16.00
29,M,CSK,1,Nabi,3,0,19,0,0,0,6.30
29,M,CSK,1,Gerald Coetzee,4,0,35,1,0,1,8.80
29,M,CSK,1,Bumrah,4,0,27,0,0,2,6.80
29,M,CSK,1,Akash Madhwal,3,0,37,0,0,0,12.30
29,M,CSK,1,Shreyas Gopal,1,0,9,1,0,0,9.00
29,M,CSK,1,Hardik Pandya (c),3,0,43,2,0,2,14.30
29,M,CSK,1,Romario Shepherd,2,0,33,0,0,0,16.50
30,RCB,SH,1,Will Jacks,3,0,32,0,0,2,10.70
30,RCB,SH,1,R Topley,4,0,68,1,0,2,17.00
30,RCB,SH,1,Yash Dayal,4,0,51,0,1,3,12.80
30,RCB,SH,1,Lockie Ferguson,4,0,52,2,0,0,13.00
30,RCB,SH,1,Vijaykumar Vyshak,4,0,64,0,0,2,16.00
30,RCB,SH,1,Lomror,1,0,18,0,0,3,18.00
31,RR,KKR,1,Boult,4,0,31,1,0,0,7.80
31,RR,KKR,1,Avesh Khan,4,0,35,2,0,1,8.80
31,RR,KKR,1,Kuldeep Sen,4,0,46,2,0,2,11.50
31,RR,KKR,1,Chahal,4,0,54,1,0,1,13.50
31,RR,KKR,1,Ashwin,4,0,49,0,0,9,12.20
32,DC,GT,1,Khaleel Ahmed,4,1,18,1,0,1,4.50
32,DC,GT,1,Ishant,2,0,8,2,0,1,4.00
32,DC,GT,1,Mukesh Kumar,2.3,0,14,3,2,1,5.60
32,DC,GT,1,Kuldeep Yadav,4,0,16,0,0,0,4.00
32,DC,GT,1,Tristan Stubbs,1,0,11,2,0,1,11.00
32,DC,GT,1,Axar,4,0,17,1,0,1,4.20
33,PK,M,1,Livingstone,2,0,16,0,0,0,8.00
33,PK,M,1,Arshdeep Singh,3,0,35,0,0,1,11.70
33,PK,M,1,Rabada,4,0,42,1,0,0,10.50
33,PK,M,1,Harshal Patel,4,0,31,3,0,2,7.80
33,PK,M,1,Sam Curran (c),4,0,41,2,0,2,10.20
33,PK,M,1,Harpreet Brar,3,0,21,0,0,0,7.00
34,LSG,CSK,1,Matt Henry,3,0,26,0,0,0,8.70
34,LSG,CSK,1,Mohsin Khan,4,0,37,1,0,3,9.20
34,LSG,CSK,1,Yash Thakur,4,0,45,1,0,0,11.20
34,LSG,CSK,1,Krunal Pandya,3,0,16,2,0,0,5.30
34,LSG,CSK,1,Ravi Bishnoi,4,0,44,1,0,0,11.00
34,LSG,CSK,1,Stoinis,2,0,7,1,0,0,3.50
35,DC,SH,1,Khaleel Ahmed,3,0,51,0,0,0,17.00
35,DC,SH,1,Lalit Yadav,2,0,41,0,0,0,20.50
35,DC,SH,1,Nortje,3,0,31,0,0,1,10.30
35,DC,SH,1,Kuldeep Yadav,4,0,55,4,0,2,13.80
35,DC,SH,1,Mukesh Kumar,4,0,57,1,0,0,14.20
35,DC,SH,1,Axar,4,0,29,1,0,0,7.20
36,RCB,KKR,1,Siraj,4,0,40,1,0,2,10.00
36,RCB,KKR,1,Yash Dayal,4,0,56,2,1,3,14.00
36,RCB,KKR,1,Lockie Ferguson,4,0,47,1,1,0,11.80
36,RCB,KKR,1,Karn Sharma,4,0,33,0,0,0,8.20
36,RCB,KKR,1,Green,4,0,35,2,0,2,8.80
37,GT,PK,1,Azmatullah,2,0,13,0,0,0,6.50
37,GT,PK,1,Warrier,1,0,21,0,1,0,21.00
37,GT,PK,1,Mohit Sharma,4,0,32,2,0,1,8.00
37,GT,PK,1,Rashid Khan,4,0,15,1,0,0,3.80
37,GT,PK,1,Noor Ahmad,4,0,20,2,0,0,5.00
37,GT,PK,1,Sai Kishore,4,0,33,4,0,1,8.20
37,GT,PK,1,Shahrukh Khan,1,0,7,0,0,0,7.00
38,RR,M,1,Boult,4,0,32,2,0,3,8.00
38,RR,M,1,Sandeep Sharma,4,0,18,5,0,0,4.50
38,RR,M,1,Avesh Khan,4,0,49,1,0,3,12.20
38,RR,M,1,Ashwin,4,0,31,0,0,1,7.80
38,RR,M,1,Chahal,4,0,48,1,0,2,12.00
39,LSG,CSK,1,Matt Henry,4,0,28,1,0,0,7.00
39,LSG,CSK,1,Mohsin Khan,4,0,50,1,0,0,12.50
39,LSG,CSK,1,Ravi Bishnoi,2,0,19,0,0,0,9.50
39,LSG,CSK,1,Yash Thakur,4,0,47,1,0,1,11.80
39,LSG,CSK,1,Stoinis,4,0,49,0,0,1,12.20
39,LSG,CSK,1,Krunal Pandya,2,0,15,0,0,0,7.50
40,GT,DC,1,Azmatullah,4,0,33,0,0,0,8.20
40,GT,DC,1,Warrier,3,0,15,3,0,1,5.00
40,GT,DC,1,Rashid Khan,4,0,35,0,0,0,8.80
40,GT,DC,1,Noor Ahmad,3,0,36,1,0,1,12.00
40,GT,DC,1,Mohit Sharma,4,0,73,0,0,1,18.20
40,GT,DC,1,Shahrukh Khan,1,0,8,0,0,0,8.00
40,GT,DC,1,Sai Kishore,1,0,22,0,0,0,22.00
41,SH,RCB,1,Abhishek Sharma,1,0,10,0,0,0,10.00
41,SH,RCB,1,Bhuvneshwar,1,0,14,0,0,0,14.00
41,SH,RCB,1,Cummins (c),4,0,55,1,0,1,13.80
41,SH,RCB,1,T Natarajan,4,0,39,2,0,1,9.80
41,SH,RCB,1,Shahbaz Ahmed,3,0,14,0,0,0,4.70
41,SH,RCB,1,Markande,3,0,42,1,0,1,14.00
41,SH,RCB,1,Jaydev Unadkat,4,0,30,3,0,2,7.50
42,PK,KKR,1,Sam Curran (c),4,0,60,1,0,0,15.00
42,PK,KKR,1,Arshdeep Singh,4,0,45,2,0,5,11.20
42,PK,KKR,1,Harshal Patel,3,0,48,1,1,1,16.00
42,PK,KKR,1,Rabada,3,0,52,0,0,4,17.30
42,PK,KKR,1,Rahul Chahar,4,0,33,1,0,0,8.20
42,PK,KKR,1,Harpreet Brar,2,0,21,0,0,0,10.50
43,M,DC,1,Luke Wood,4,0,68,1,0,0,17.00
43,M,DC,1,Bumrah,4,0,35,1,1,2,8.80
43,M,DC,1,N Thushara,4,0,56,0,0,2,14.00
43,M,DC,1,Chawla,4,0,36,1,0,2,9.00
43,M,DC,1,Hardik Pandya (c),2,0,41,0,0,0,20.50
43,M,DC,1,Nabi,2,0,20,1,0,0,10.00
44,RR,LSG,1,Boult,4,0,41,1,0,6,10.20
44,RR,LSG,1,Sandeep Sharma,4,0,31,2,0,1,7.80
44,RR,LSG,1,Avesh Khan,4,0,42,1,1,1,10.50
44,RR,LSG,1,Ashwin,4,0,39,1,0,6,9.80
44,RR,LSG,1,Chahal,4,0,41,0,0,1,10.20
45,RCB,GT,1,Swapnil Singh,3,0,23,1,0,0,7.70
45,RCB,GT,1,Siraj,4,0,34,1,0,4,8.50
45,RCB,GT,1,Yash Dayal,4,0,34,0,1,3,8.50
45,RCB,GT,1,Maxwell,3,0,28,1,0,0,9.30
45,RCB,GT,1,Karn Sharma,3,0,38,0,0,1,12.70
45,RCB,GT,1,Green,3,0,42,0,0,1,14.00
46,SH,CSK,1,Bhuvneshwar,4,0,38,1,0,0,9.50
46,SH,CSK,1,Nitish Reddy,1,0,8,0,0,1,8.00
46,SH,CSK,1,Shahbaz Ahmed,3,0,33,0,0,0,11.00
46,SH,CSK,1,T Natarajan,4,0,43,1,0,3,10.80
46,SH,CSK,1,Jaydev Unadkat,4,0,38,1,0,1,9.50
46,SH,CSK,1,Cummins (c),4,0,49,0,0,1,12.20
47,KKR,DC,1,Starc,3,0,43,1,0,6,14.30
47,KKR,DC,1,Vaibhav Arora,4,0,29,2,1,2,7.20
47,KKR,DC,1,Harshit Rana,4,0,28,2,0,1,7.00
47,KKR,DC,1,Narine,4,0,24,1,0,0,6.00
47,KKR,DC,1,Chakaravarthy,4,0,16,3,0,0,4.00
47,KKR,DC,1,Russell,1,0,10,0,0,0,10.00
48,LSG,M,1,Stoinis,3,0,19,1,0,1,6.30
48,LSG,M,1,Mohsin Khan,4,0,36,2,0,0,9.00
48,LSG,M,1,Naveen-ul-Haq,3.5,0,15,1,1,0,3.90
48,LSG,M,1,Mayank Yadav,3.1,0,31,1,1,2,9.80
48,LSG,M,1,Ravi Bishnoi,4,0,28,1,0,1,7.00
48,LSG,M,1,Deepak Hooda,2,0,13,0,0,0,6.50
49,PK,CSK,1,Rabada,4,0,23,1,0,1,5.80
49,PK,CSK,1,Arshdeep Singh,4,0,52,1,0,5,13.00
49,PK,CSK,1,Sam Curran (c),3,0,37,0,1,0,12.30
49,PK,CSK,1,Harpreet Brar,4,0,17,2,0,1,4.20
49,PK,CSK,1,Rahul Chahar,4,0,16,2,0,0,4.00
49,PK,CSK,1,Harshal Patel,1,0,12,0,0,5,12.00
50,RR,SH,1,Boult,4,0,33,0,0,1,8.20
50,RR,SH,1,Ashwin,4,0,36,0,0,1,9.00
50,RR,SH,1,Avesh Khan,4,0,39,2,0,3,9.80
50,RR,SH,1,Sandeep Sharma,4,0,31,1,0,2,7.80
50,RR,SH,1,Chahal,4,0,62,0,0,1,15.50
51,M,KKR,1,N Thushara,4,0,42,3,1,3,10.50
51,M,KKR,1,Bumrah,3.5,0,18,3,0,0,4.70
