Match_id,Team,Opposite_Team,Innings,Bowler,Overs,Maindens,Runs,Wickets,No_Balls,Wides,Economy
27,PK,RR,2,Sam Curran (c),4,0,25,2,0,1,6.20
27,PK,RR,2,Liam Livingstone,3,0,21,1,0,1,7.00
27,PK,RR,2,Harshal Patel,2,0,21,1,0,0,10.50
27,PK,RR,2,Harpreet Brar,3,0,22,0,0,0,7.30
28,LSG,KKR,2,Shamar Joseph,4,0,47,0,3,7,11.80
28,LSG,KKR,2,Mohsin Khan,4,0,29,2,0,1,7.20
28,LSG,KKR,2,Krunal Pandya,1,0,14,0,0,0,14.00
28,LSG,KKR,2,Yash Thakur,2,0,25,0,0,1,12.50
28,LSG,KKR,2,Arshad Khan,2,0,24,0,0,2,12.00
28,LSG,KKR,2,Ravi Bishnoi,2.4,0,17,0,0,2,6.40
29,CSK,M,2,Tushar Deshpande,4,0,29,1,0,0,7.20
29,CSK,M,2,Mustafizur Rahman,4,0,55,1,0,3,13.80
29,CSK,M,2,Shardul Thakur,4,0,35,0,0,0,8.80
29,CSK,M,2,Ravindra Jadeja,4,0,37,0,0,0,9.20
29,CSK,M,2,Matheesha Pathirana,4,0,28,4,0,2,7.00
30,SH,RCB,2,Abhishek Sharma,1,0,10,0,0,0,10.00
30,SH,RCB,2,Bhuvneshwar Kumar,4,0,60,0,0,4,15.00
30,SH,RCB,2,Shahbaz Ahmed,1,0,18,0,0,0,18.00
30,SH,RCB,2,T Natarajan,4,0,47,1,0,4,11.80
30,SH,RCB,2,Pat Cummins (c),4,0,43,3,0,1,10.80
30,SH,RCB,2,Mayank Markande,4,0,46,2,0,3,11.50
30,SH,RCB,2,Jaydev Unadkat,2,0,37,0,0,1,18.50
31,KKR,RR,2,Mitchell Starc,4,0,50,0,0,9,12.50
31,KKR,RR,2,Vaibhav Arora,3,0,45,1,1,0,15.00
31,KKR,RR,2,Harshit Rana,4,0,45,2,0,1,11.20
31,KKR,RR,2,Sunil Narine,4,0,30,2,0,3,7.50
31,KKR,RR,2,Varun Chakaravarthy,4,0,36,2,0,1,9.00
31,KKR,RR,2,Andre Russell,1,0,17,0,0,0,17.00
32,GT,DC,2,Sandeep Warrier,3,0,40,2,0,0,13.30
32,GT,DC,2,Spencer Johnson,2,0,22,1,0,2,11.00
32,GT,DC,2,Rashid Khan,2,0,12,1,0,0,6.00
32,GT,DC,2,Noor Ahmad,1.5,0,14,0,0,0,7.60
33,M,PK,2,Gerald Coetzee,4,0,32,3,0,6,8.00
33,M,PK,2,Jasprit Bumrah,4,0,21,3,1,1,5.20
33,M,PK,2,Akash Madhwal,3.1,0,46,1,1,4,14.50
33,M,PK,2,Hardik Pandya (c),4,0,33,1,0,3,8.20
33,M,PK,2,Shreyas Gopal,2,0,26,1,0,0,13.00
33,M,PK,2,Romario Shepherd,2,0,20,0,0,0,10.00
34,CSK,LSG,2,Deepak Chahar,3,0,26,0,0,0,8.70
34,CSK,LSG,2,Tushar Deshpande,4,0,42,0,1,4,10.50
34,CSK,LSG,2,Mustafizur Rahman,4,0,43,1,0,2,10.80
34,CSK,LSG,2,Ravindra Jadeja,3,0,32,0,0,1,10.70
34,CSK,LSG,2,Matheesha Pathirana,4,0,29,1,0,2,7.20
34,CSK,LSG,2,Moeen Ali,1,0,5,0,0,0,5.00
35,SH,DC,2,Washington Sundar,2,0,46,1,0,0,23.00
35,SH,DC,2,Bhuvneshwar Kumar,4,0,33,1,0,3,8.20
35,SH,DC,2,Pat Cummins (c),4,0,35,0,0,0,8.80
35,SH,DC,2,T Natarajan,4,1,19,4,0,1,4.80
35,SH,DC,2,Mayank Markande,2,0,26,2,0,2,13.00
35,SH,DC,2,Shahbaz Ahmed,1,0,22,0,0,0,22.00
35,SH,DC,2,Nitish Reddy,2.1,0,17,2,0,1,7.80
36,KKR,RCB,2,Harshit Rana,4,0,33,2,0,1,8.20
36,KKR,RCB,2,Mitchell Starc,3,0,55,1,0,1,18.30
36,KKR,RCB,2,Varun Chakaravarthy,4,0,36,1,0,0,9.00
36,KKR,RCB,2,Sunil Narine,4,0,34,2,0,0,8.50
36,KKR,RCB,2,Suyash Sharma,2,0,33,0,0,1,16.50
36,KKR,RCB,2,Andre Russell,3,0,25,3,0,1,8.30
37,PK,GT,2,Kagiso Rabada,4,0,40,0,0,0,10.00
37,PK,GT,2,Arshdeep Singh,2.1,0,17,1,0,0,7.80
37,PK,GT,2,Harshal Patel,3,0,15,3,0,0,5.00
37,PK,GT,2,Sam Curran (c),2,0,18,1,0,0,9.00
37,PK,GT,2,Harpreet Brar,4,0,35,0,0,0,8.80
37,PK,GT,2,Liam Livingstone,4,0,19,2,0,1,4.80
38,M,RR,2,Hardik Pandya (c),2,0,21,0,0,0,10.50
38,M,RR,2,Jasprit Bumrah,4,0,37,0,1,1,9.20
38,M,RR,2,Nuwan Thushara,3,0,28,0,0,0,9.30
38,M,RR,2,Gerald Coetzee,2,0,25,0,0,3,12.50
38,M,RR,2,Mohammad Nabi,3,0,30,0,0,0,10.00
38,M,RR,2,Piyush Chawla,4,0,33,1,0,0,8.20
38,M,RR,2,Tilak Varma,0.4,0,8,0,0,0,12.00
39,CSK,LSG,2,Deepak Chahar,2,0,11,1,0,0,5.50
39,CSK,LSG,2,Tushar Deshpande,3,0,34,0,1,0,11.30
39,CSK,LSG,2,Mustafizur Rahman,3.3,0,51,1,1,0,14.60
39,CSK,LSG,2,Shardul Thakur,3,0,42,0,0,1,14.00
39,CSK,LSG,2,Moeen Ali,2,0,21,0,0,0,10.50
39,CSK,LSG,2,Ravindra Jadeja,2,0,16,0,1,0,8.00
39,CSK,LSG,2,Matheesha Pathirana,4,0,35,2,0,2,8.80
40,DC,GT,2,Khaleel Ahmed,2,0,26,0,0,1,13.00
40,DC,GT,2,Anrich Nortje,3,0,48,1,0,0,16.00
40,DC,GT,2,Rasikh Dar Salam,4,0,44,3,0,1,11.00
40,DC,GT,2,Mukesh Kumar,4,0,41,1,1,0,10.20
40,DC,GT,2,Axar Patel,3,0,28,1,0,0,9.30
40,DC,GT,2,Kuldeep Yadav,4,0,29,2,0,1,7.20
41,RCB,SH,2,Will Jacks,2,0,23,1,0,0,11.50
41,RCB,SH,2,Mohammed Siraj,4,0,20,0,0,2,5.00
41,RCB,SH,2,Yash Dayal,3,0,18,1,0,3,6.00
41,RCB,SH,2,Swapnil Singh,3,0,40,2,1,0,13.30
41,RCB,SH,2,Karn Sharma,4,0,29,2,0,2,7.20
41,RCB,SH,2,Lockie Ferguson,2,0,28,0,0,0,14.00
41,RCB,SH,2,Cameron Green,2,0,12,2,0,1,6.00
42,KKR,PK,2,Dushmantha Chameera,3,0,48,0,0,1,16.00
42,KKR,PK,2,Harshit Rana,4,0,61,0,0,1,15.20
42,KKR,PK,2,Anukul Roy,2,0,36,0,0,0,18.00
42,KKR,PK,2,Sunil Narine,4,0,24,1,0,0,6.00
42,KKR,PK,2,Varun Chakaravarthy,3,0,46,0,0,0,15.30
42,KKR,PK,2,Andre Russell,2,0,36,0,0,2,18.00
42,KKR,PK,2,Ramandeep Singh,0.4,0,9,0,0,0,13.50
43,DC,M,2,Lizaad Williams,3,0,34,0,1,8,11.30
43,DC,M,2,Khaleel Ahmed,4,0,45,2,0,0,11.20
43,DC,M,2,Mukesh Kumar,4,0,59,3,0,0,14.80
43,DC,M,2,Kuldeep Yadav,3,0,47,0,0,1,15.70
43,DC,M,2,Axar Patel,2,0,24,0,0,0,12.00
43,DC,M,2,Rasikh Dar Salam,4,0,34,3,0,3,8.50
44,LSG,RR,2,Matt Henry,3,0,32,0,0,0,10.70
44,LSG,RR,2,Mohsin Khan,4,0,52,0,0,0,13.00
44,LSG,RR,2,Yash Thakur,4,0,50,1,0,2,12.50
44,LSG,RR,2,Marcus Stoinis,1,0,3,1,0,0,3.00
44,LSG,RR,2,Krunal Pandya,4,0,24,0,0,0,6.00
44,LSG,RR,2,Amit Mishra,2,0,20,1,0,0,10.00
44,LSG,RR,2,Ravi Bishnoi,1,0,16,0,0,0,16.00
45,GT,RCB,2,Azmatullah Omarzai,2,0,18,0,0,0,9.00
45,GT,RCB,2,Sandeep Warrier,1,0,15,0,0,2,15.00
45,GT,RCB,2,Ravisrinivasan Sai Kishore,3,0,30,1,0,0,10.00
45,GT,RCB,2,Rashid Khan,4,0,51,0,0,0,12.80
45,GT,RCB,2,Noor Ahmad,4,0,43,0,0,1,10.80
45,GT,RCB,2,Mohit Sharma,2,0,41,0,1,0,20.50
46,CSK,SH,2,Deepak Chahar,3,0,22,0,0,0,7.30
46,CSK,SH,2,Tushar Deshpande,3,0,27,4,0,0,9.00
46,CSK,SH,2,Mustafizur Rahman,2.5,0,19,2,0,0,6.70
46,CSK,SH,2,Ravindra Jadeja,4,0,22,1,0,0,5.50
46,CSK,SH,2,Shardul Thakur,4,0,27,1,1,0,6.80
46,CSK,SH,2,Matheesha Pathirana,2,0,17,2,0,2,8.50
47,DC,KKR,2,Lizaad Williams,3,0,38,1,1,1,12.70
47,DC,KKR,2,Khaleel Ahmed,3,0,28,0,0,0,9.30
47,DC,KKR,2,Rasikh Dar Salam,2.3,0,30,0,0,0,12.00
47,DC,KKR,2,Axar Patel,4,0,25,2,0,0,6.20
47,DC,KKR,2,Kuldeep Yadav,4,0,34,0,0,0,8.50
48,M,LSG,2,Nuwan Thushara,4,0,30,1,0,3,7.50
48,M,LSG,2,Jasprit Bumrah,4,0,17,0,0,0,4.20
48,M,LSG,2,Gerald Coetzee,3,0,29,1,0,3,9.70
48,M,LSG,2,Piyush Chawla,3,0,23,0,0,0,7.70
48,M,LSG,2,Hardik Pandya (c),4,0,26,2,0,1,6.50
48,M,LSG,2,Mohammad Nabi,1.2,0,16,1,0,0,12.00
49,CSK,PK,2,Deepak Chahar,0.2,0,4,0,0,0,12.00
49,CSK,PK,2,Shardul Thakur,3.4,0,48,1,1,1,13.10
49,CSK,PK,2,Richard Gleeson,3.5,0,30,1,1,1,7.80
49,CSK,PK,2,Mustafizur Rahman,4,1,22,0,0,5,5.50
49,CSK,PK,2,Ravindra Jadeja,3,0,22,0,0,0,7.30
49,CSK,PK,2,Moeen Ali,2,0,22,0,0,0,11.00
49,CSK,PK,2,Shivam Dube,1,0,14,1,0,0,14.00
50,SH,RR,2,Bhuvneshwar Kumar,4,0,41,3,0,0,10.20
50,SH,RR,2,Marco Jansen,4,0,44,0,2,4,11.00
50,SH,RR,2,Pat Cummins (c),4,0,34,2,0,0,8.50
50,SH,RR,2,T Natarajan,4,0,35,2,0,3,8.80
50,SH,RR,2,Jaydev Unadkat,2,0,23,0,0,2,11.50
50,SH,RR,2,Nitish Reddy,1,0,12,0,0,2,12.00
50,SH,RR,2,Shahbaz Ahmed,1,0,11,0,0,0,11.00
51,KKR,M,2,Vaibhav Arora,3,0,35,0,1,1,11.70
51,KKR,M,2,Mitchell Starc,3.5,0,33,4,0,3,8.60
51,KKR,M,2,Varun Chakaravarthy,4,0,22,2,0,0,5.50
51,KKR,M,2,Sunil Narine,4,0,22,2,0,1,5.50
51,KKR,M,2,Andre Russell,4,0,30,2,0,1,7.50
52,GT,RCB,2,Mohit Sharma,2,0,32,0,0,0,16.00
52,GT,RCB,2,Joshua Little,4,0,45,4,0,1,11.20
52,GT,RCB,2,Manav Suthar,2,0,26,0,0,0,13.00
52,GT,RCB,2,Noor Ahmad,4,0,23,2,0,0,5.80
52,GT,RCB,2,Rashid Khan,1.4,0,25,0,0,0,15.00
53,CSK,PK,2,Mitchell Santner,3,0,10,1,0,0,3.30
53,CSK,PK,2,Tushar Deshpande,4,0,35,2,0,1,8.80
53,CSK,PK,2,Richard Gleeson,4,0,41,0,0,2,10.20
53,CSK,PK,2,Ravindra Jadeja,4,0,20,3,0,0,5.00
53,CSK,PK,2,Simarjeet Singh,3,0,16,2,0,0,5.30
53,CSK,PK,2,Shardul Thakur,2,0,12,1,0,1,6.00
54,KKR,LSG,2,Vaibhav Arora,2,0,21,0,0,1,10.50
54,KKR,LSG,2,Mitchell Starc,2,0,22,1,0,0,11.00
54,KKR,LSG,2,Sunil Narine,4,0,22,1,0,1,5.50
54,KKR,LSG,2,Harshit Rana,3.1,0,24,3,0,1,7.60
54,KKR,LSG,2,Varun Chakaravarthy,3,0,30,3,0,0,10.00
54,KKR,LSG,2,Andre Russell,2,0,17,2,0,3,8.50
55,SH,M,2,Bhuvneshwar Kumar,4,1,22,1,0,1,5.50
55,SH,M,2,Marco Jansen,3,0,45,1,0,6,15.00
55,SH,M,2,Pat Cummins (c),4,1,35,1,0,1,8.80
55,SH,M,2,T Natarajan,3.2,0,31,0,0,0,9.30
55,SH,M,2,Nitish Reddy,2,0,16,0,0,0,8.00
55,SH,M,2,Shahbaz Ahmed,1,0,11,0,0,0,11.00
56,DC,RR,2,Khaleel Ahmed,4,0,47,2,0,7,11.80
56,DC,RR,2,Ishant Sharma,3,0,34,0,0,1,11.30
56,DC,RR,2,Mukesh Kumar,3,0,30,2,0,1,10.00
56,DC,RR,2,Axar Patel,3,0,25,1,0,0,8.30
56,DC,RR,2,Kuldeep Yadav,4,0,25,2,1,0,6.20
56,DC,RR,2,Rasikh Dar Salam,3,0,36,1,0,1,12.00
57,LSG,SH,2,Krishnappa Gowtham,2,0,29,0,0,1,14.50
57,LSG,SH,2,Yash Thakur,2.4,0,47,0,0,1,17.60
57,LSG,SH,2,Ravi Bishnoi,2,0,34,0,0,0,17.00
57,LSG,SH,2,Naveen-ul-Haq,2,0,37,0,0,0,18.50
57,LSG,SH,2,Ayush Badoni,1,0,19,0,0,0,19.00
58,RCB,PK,2,Swapnil Singh,3,0,28,2,0,0,9.30
58,RCB,PK,2,Mohammed Siraj,4,0,43,3,0,3,10.80
58,RCB,PK,2,Yash Dayal,2,0,22,0,0,1,11.00
58,RCB,PK,2,Lockie Ferguson,3,0,29,2,0,0,9.70
58,RCB,PK,2,Will Jacks,1,0,5,0,0,0,5.00
58,RCB,PK,2,Cameron Green,1,0,16,0,0,0,16.00
58,RCB,PK,2,Karn Sharma,3,0,36,2,0,0,12.00
59,GT,CSK,2,Umesh Yadav,3,0,20,1,0,0,6.70
59,GT,CSK,2,Sandeep Warrier,3,0,28,1,0,0,9.30
59,GT,CSK,2,Kartik Tyagi,4,0,51,0,0,2,12.80
59,GT,CSK,2,Noor Ahmad,2,0,25,0,0,0,12.50
59,GT,CSK,2,Rashid Khan,4,0,38,2,0,0,9.50
59,GT,CSK,2,Mohit Sharma,4,0,31,3,0,2,7.80
60,KKR,M,2,Vaibhav Arora,2,0,16,0,1,1,8.00
60,KKR,M,2,Mitchell Starc,1,0,11,0,0,0,11.00
60,KKR,M,2,Harshit Rana,3,0,34,2,0,1,11.30
60,KKR,M,2,Sunil Narine,3,0,21,1,0,0,7.00
60,KKR,M,2,Varun Chakaravarthy,4,0,17,2,0,1,4.20
60,KKR,M,2,Andre Russell,3,0,34,2,0,2,11.30
61,RR,CSK,2,Trent Boult,2.2,0,24,0,0,1,10.30
61,RR,CSK,2,Sandeep Sharma,3,0,30,0,0,1,10.00
61,RR,CSK,2,Ravichandran Ashwin,4,0,35,2,0,1,8.80
61,RR,CSK,2,Nandre Burger,3,0,21,1,0,0,7.00
61,RR,CSK,2,Yuzvendra Chahal,4,0,22,1,0,1,5.50
61,RR,CSK,2,Avesh Khan,2,0,12,0,0,1,6.00
62,RCB,DC,2,Swapnil Singh,1,0,9,1,0,0,9.00
62,RCB,DC,2,Mohammed Siraj,4,0,33,1,0,2,8.20
62,RCB,DC,2,Yash Dayal,3.1,0,20,3,0,1,6.30
62,RCB,DC,2,Karn Sharma,2,0,19,0,0,0,9.50
62,RCB,DC,2,Lockie Ferguson,4,0,23,2,0,0,5.80
62,RCB,DC,2,Cameron Green,4,0,19,1,0,2,4.80
62,RCB,DC,2,Will Jacks,1,0,16,0,0,0,16.00
64,DC,LSG,2,Ishant Sharma,4,0,34,3,0,2,8.50
64,DC,LSG,2,Khaleel Ahmed,2,0,22,1,0,1,11.00
64,DC,LSG,2,Axar Patel,1,0,20,1,0,0,20.00
64,DC,LSG,2,Mukesh Kumar,4,0,33,1,0,2,8.20
64,DC,LSG,2,Kuldeep Yadav,4,0,33,1,0,0,8.20
64,DC,LSG,2,Tristan Stubbs,1,0,4,1,0,0,4.00
64,DC,LSG,2,Gulbadin Naib,1,0,12,0,0,0,12.00
64,DC,LSG,2,Rasikh Dar Salam,3,0,30,0,0,0,10.00
65,RR,PK,2,Trent Boult,3,0,27,1,0,0,9.00
65,RR,PK,2,Sandeep Sharma,4,0,28,0,0,0,7.00
65,RR,PK,2,Avesh Khan,3.5,0,28,2,0,0,7.30
65,RR,PK,2,Ravichandran Ashwin,4,0,31,0,0,0,7.80
65,RR,PK,2,Yuzvendra Chahal,4,0,31,2,0,1,7.80
67,LSG,M,2,Arshad Khan,2,0,11,0,0,3,5.50
67,LSG,M,2,Matt Henry,2,0,24,0,0,2,12.00
67,LSG,M,2,Krunal Pandya,4,0,29,1,0,1,7.20
67,LSG,M,2,Mohsin Khan,4,0,45,1,0,3,11.20
67,LSG,M,2,Naveen-ul-Haq,4,0,50,2,1,1,12.50
67,LSG,M,2,Ravi Bishnoi,4,0,37,2,0,0,9.20
68,RCB,CSK,2,Glenn Maxwell,4,0,25,1,0,5,6.20
68,RCB,CSK,2,Mohammed Siraj,4,0,35,1,0,1,8.80
68,RCB,CSK,2,Yash Dayal,4,0,42,2,0,0,10.50
68,RCB,CSK,2,Swapnil Singh,2,0,13,0,0,1,6.50
68,RCB,CSK,2,Karn Sharma,1,0,14,0,0,0,14.00
68,RCB,CSK,2,Lockie Ferguson,3,0,39,1,2,0,13.00
68,RCB,CSK,2,Cameron Green,2,0,18,1,0,1,9.00
69,PK,SH,2,Arshdeep Singh,4,0,37,2,0,1,9.20
69,PK,SH,2,Rishi Dhawan,3,0,35,0,0,1,11.70
69,PK,SH,2,Harshal Patel,4,0,49,2,1,2,12.20
69,PK,SH,2,Rahul Chahar,4,0,43,0,0,1,10.80
69,PK,SH,2,Harpreet Brar,3,0,36,1,0,5,12.00
69,PK,SH,2,Shashank Singh,1,0,5,1,0,0,5.00
69,PK,SH,2,Atharva Taide,0.1,0,4,0,0,0,24.00
71,SH,KKR,2,Bhuvneshwar Kumar,3,0,28,0,0,0,9.30
71,SH,KKR,2,Pat Cummins (c),3,0,38,1,0,1,12.70
71,SH,KKR,2,T Natarajan,3,0,22,1,0,1,7.30
71,SH,KKR,2,Vijayakanth Viyaskanth,2,0,22,0,0,0,11.00
71,SH,KKR,2,Travis Head,1.4,0,32,0,0,0,19.20
71,SH,KKR,2,Nitish Reddy,1,0,13,0,0,0,13.00
72,RCB,RR,2,Swapnil Singh,2,0,19,0,0,0,9.50
72,RCB,RR,2,Mohammed Siraj,4,0,33,2,0,3,8.20
72,RCB,RR,2,Yash Dayal,3,0,37,0,0,0,12.30
72,RCB,RR,2,Lockie Ferguson,4,0,37,1,0,0,9.20
72,RCB,RR,2,Karn Sharma,2,0,19,1,0,2,9.50
72,RCB,RR,2,Cameron Green,4,0,28,1,0,0,7.00
73,SH,RR,2,Bhuvneshwar Kumar,3,0,33,0,0,0,11.00
73,SH,RR,2,Pat Cummins (c),4,0,30,1,0,1,7.50
73,SH,RR,2,T Natarajan,3,0,13,1,0,1,4.30
73,SH,RR,2,Jaydev Unadkat,1,0,5,0,0,1,5.00
73,SH,RR,2,Shahbaz Ahmed,4,0,23,3,0,0,5.80
73,SH,RR,2,Abhishek Sharma,4,0,24,2,0,0,6.00
73,SH,RR,2,Aiden Markram,1,0,10,0,1,0,10.00
74,SH,KKR,2,Bhuvneshwar Kumar,2,0,25,0,0,1,12.50
74,SH,KKR,2,Pat Cummins (c),2,0,18,1,0,2,9.00
74,SH,KKR,2,T Natarajan,2,0,29,0,0,2,14.50
74,SH,KKR,2,Shahbaz Ahmed,2.3,0,22,1,0,0,8.80
74,SH,KKR,2,Jaydev Unadkat,1,0,9,0,0,0,9.00
74,SH,KKR,2,Aiden Markram,1,0,5,0,0,0,5.00
