Match_id,Bowling,Team,Opposite_Team,Innings
38,Gerald Coetzee   2 0 25 0 0 3 12.50,Mumbai,Rajasthan Royals,2
38,Mohammad Nabi   3 0 30 0 0 0 10.00,Mumbai,Rajasthan Royals,2
38,Piyush Chawla   4 0 33 1 0 0 8.20,Mumbai,Rajasthan Royals,2
38,Tilak Varma   0.4 0 8 0 0 0 12.00,Mumbai,Rajasthan Royals,2
39,Deepak Chahar   2 0 11 1 0 0 5.50,Chennai Super Kings,Lucknow Super Giants,2
39,Tushar Deshpande   3 0 34 0 1 0 11.30,Chennai Super Kings,Lucknow Super Giants,2
39,Mustafizur Rahman   3.3 0 51 1 1 0 14.60,Chennai Super Kings,Lucknow Super Giants,2
39,Shardul Thakur   3 0 42 0 0 1 14.00,Chennai Super Kings,Lucknow Super Giants,2
39,Moeen Ali   2 0 21 0 0 0 10.50,Chennai Super Kings,Lucknow Super Giants,2
39,Ravindra Jadeja   2 0 16 0 1 0 8.00,Chennai Super Kings,Lucknow Super Giants,2
39,Matheesha Pathirana   4 0 35 2 0 2 8.80,Chennai Super Kings,Lucknow Super Giants,2
40,Khaleel Ahmed   2 0 26 0 0 1 13.00,Delhi Capitals,Gujarat Titans,2
40,Anrich Nortje   3 0 48 1 0 0 16.00,Delhi Capitals,Gujarat Titans,2
40,Rasikh Dar Salam   4 0 44 3 0 1 11.00,Delhi Capitals,Gujarat Titans,2
40,Mukesh Kumar   4 0 41 1 1 0 10.20,Delhi Capitals,Gujarat Titans,2
40,Axar Patel   3 0 28 1 0 0 9.30,Delhi Capitals,Gujarat Titans,2
40,Kuldeep Yadav   4 0 29 2 0 1 7.20,Delhi Capitals,Gujarat Titans,2
41,Will Jacks   2 0 23 1 0 0 11.50,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Mohammed Siraj   4 0 20 0 0 2 5.00,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Yash Dayal   3 0 18 1 0 3 6.00,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Swapnil Singh   3 0 40 2 1 0 13.30,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Karn Sharma   4 0 29 2 0 2 7.20,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Lockie Ferguson   2 0 28 0 0 0 14.00,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
41,Cameron Green   2 0 12 2 0 1 6.00,Royal Challengers Bengaluru,Sunrisers Hyderabad,2
42,Dushmantha Chameera   3 0 48 0 0 1 16.00,Kolkata Knight Riders,Punjab Kings,2
42,Harshit Rana   4 0 61 0 0 1 15.20,Kolkata Knight Riders,Punjab Kings,2
42,Anukul Roy   2 0 36 0 0 0 18.00,Kolkata Knight Riders,Punjab Kings,2
42,Sunil Narine   4 0 24 1 0 0 6.00,Kolkata Knight Riders,Punjab Kings,2
42,Varun Chakaravarthy   3 0 46 0 0 0 15.30,Kolkata Knight Riders,Punjab Kings,2
42,Andre Russell   2 0 36 0 0 2 18.00,Kolkata Knight Riders,Punjab Kings,2
42,Ramandeep Singh   0.4 0 9 0 0 0 13.50,Kolkata Knight Riders,Punjab Kings,2
43,Lizaad Williams   3 0 34 0 1 8 11.30,Delhi Capitals,Mumbai,2
43,Khaleel Ahmed   4 0 45 2 0 0 11.20,Delhi Capitals,Mumbai,2
43,Mukesh Kumar   4 0 59 3 0 0 14.80,Delhi Capitals,Mumbai,2
43,Kuldeep Yadav   3 0 47 0 0 1 15.70,Delhi Capitals,Mumbai,2
43,Axar Patel   2 0 24 0 0 0 12.00,Delhi Capitals,Mumbai,2
43,Rasikh Dar Salam   4 0 34 3 0 3 8.50,Delhi Capitals,Mumbai,2
44,Matt Henry   3 0 32 0 0 0 10.70,Lucknow Super Giants,Rajasthan Royals,2
44,Mohsin Khan   4 0 52 0 0 0 13.00,Lucknow Super Giants,Rajasthan Royals,2
44,Yash Thakur   4 0 50 1 0 2 12.50,Lucknow Super Giants,Rajasthan Royals,2
44,Marcus Stoinis   1 0 3 1 0 0 3.00,Lucknow Super Giants,Rajasthan Royals,2
44,Krunal Pandya   4 0 24 0 0 0 6.00,Lucknow Super Giants,Rajasthan Royals,2
44,Amit Mishra   2 0 20 1 0 0 10.00,Lucknow Super Giants,Rajasthan Royals,2
44,Ravi Bishnoi   1 0 16 0 0 0 16.00,Lucknow Super Giants,Rajasthan Royals,2
45,Azmatullah Omarzai   2 0 18 0 0 0 9.00,Gujarat Titans,Royal Challengers Bengaluru,2
45,Sandeep Warrier   1 0 15 0 0 2 15.00,Gujarat Titans,Royal Challengers Bengaluru,2
45,Ravisrinivasan Sai Kishore   3 0 30 1 0 0 10.00,Gujarat Titans,Royal Challengers Bengaluru,2
45,Rashid Khan   4 0 51 0 0 0 12.80,Gujarat Titans,Royal Challengers Bengaluru,2
45,Noor Ahmad   4 0 43 0 0 1 10.80,Gujarat Titans,Royal Challengers Bengaluru,2
45,Mohit Sharma   2 0 41 0 1 0 20.50,Gujarat Titans,Royal Challengers Bengaluru,2
46,Deepak Chahar   3 0 22 0 0 0 7.30,Chennai Super Kings,Sunrisers Hyderabad,2
46,Tushar Deshpande   3 0 27 4 0 0 9.00,Chennai Super Kings,Sunrisers Hyderabad,2
46,Mustafizur Rahman   2.5 0 19 2 0 0 6.70,Chennai Super Kings,Sunrisers Hyderabad,2
46,Ravindra Jadeja   4 0 22 1 0 0 5.50,Chennai Super Kings,Sunrisers Hyderabad,2
46,Shardul Thakur   4 0 27 1 1 0 6.80,Chennai Super Kings,Sunrisers Hyderabad,2
46,Matheesha Pathirana   2 0 17 2 0 2 8.50,Chennai Super Kings,Sunrisers Hyderabad,2
47,Lizaad Williams   3 0 38 1 1 1 12.70,Delhi Capitals,Kolkata Knight Riders,2
47,Khaleel Ahmed   3 0 28 0 0 0 9.30,Delhi Capitals,Kolkata Knight Riders,2
47,Rasikh Dar Salam   2.3 0 30 0 0 0 12.00,Delhi Capitals,Kolkata Knight Riders,2
47,Axar Patel   4 0 25 2 0 0 6.20,Delhi Capitals,Kolkata Knight Riders,2
47,Kuldeep Yadav   4 0 34 0 0 0 8.50,Delhi Capitals,Kolkata Knight Riders,2
48,Nuwan Thushara   4 0 30 1 0 3 7.50,Mumbai,Lucknow Super Giants,2
48,Jasprit Bumrah   4 0 17 0 0 0 4.20,Mumbai,Lucknow Super Giants,2
48,Gerald Coetzee   3 0 29 1 0 3 9.70,Mumbai,Lucknow Super Giants,2
48,Piyush Chawla   3 0 23 0 0 0 7.70,Mumbai,Lucknow Super Giants,2
48,Hardik Pandya (c)   4 0 26 2 0 1 6.50,Mumbai,Lucknow Super Giants,2
48,Mohammad Nabi   1.2 0 16 1 0 0 12.00,Mumbai,Lucknow Super Giants,2
49,Deepak Chahar   0.2 0 4 0 0 0 12.00,Chennai Super Kings,Punjab Kings,2
49,Shardul Thakur   3.4 0 48 1 1 1 13.10,Chennai Super Kings,Punjab Kings,2
49,Richard Gleeson   3.5 0 30 1 1 1 7.80,Chennai Super Kings,Punjab Kings,2
49,Mustafizur Rahman   4 1 22 0 0 5 5.50,Chennai Super Kings,Punjab Kings,2
49,Ravindra Jadeja   3 0 22 0 0 0 7.30,Chennai Super Kings,Punjab Kings,2
49,Moeen Ali   2 0 22 0 0 0 11.00,Chennai Super Kings,Punjab Kings,2
49,Shivam Dube   1 0 14 1 0 0 14.00,Chennai Super Kings,Punjab Kings,2
50,Bhuvneshwar Kumar   4 0 41 3 0 0 10.20,Sunrisers Hyderabad,Rajasthan Royals,2
50,Marco Jansen   4 0 44 0 2 4 11.00,Sunrisers Hyderabad,Rajasthan Royals,2
50,Pat Cummins (c)   4 0 34 2 0 0 8.50,Sunrisers Hyderabad,Rajasthan Royals,2
50,T Natarajan   4 0 35 2 0 3 8.80,Sunrisers Hyderabad,Rajasthan Royals,2
50,Jaydev Unadkat   2 0 23 0 0 2 11.50,Sunrisers Hyderabad,Rajasthan Royals,2
50,Nitish Reddy   1 0 12 0 0 2 12.00,Sunrisers Hyderabad,Rajasthan Royals,2
50,Shahbaz Ahmed   1 0 11 0 0 0 11.00,Sunrisers Hyderabad,Rajasthan Royals,2
51,Vaibhav Arora   3 0 35 0 1 1 11.70,Kolkata Knight Riders,Mumbai,2
51,Mitchell Starc   3.5 0 33 4 0 3 8.60,Kolkata Knight Riders,Mumbai,2
51,Varun Chakaravarthy   4 0 22 2 0 0 5.50,Kolkata Knight Riders,Mumbai,2
51,Sunil Narine   4 0 22 2 0 1 5.50,Kolkata Knight Riders,Mumbai,2
51,Andre Russell   4 0 30 2 0 1 7.50,Kolkata Knight Riders,Mumbai,2
52,Mohit Sharma   2 0 32 0 0 0 16.00,Gujarat Titans,Royal Challengers Bengaluru,2
52,Joshua Little   4 0 45 4 0 1 11.20,Gujarat Titans,Royal Challengers Bengaluru,2
52,Manav Suthar   2 0 26 0 0 0 13.00,Gujarat Titans,Royal Challengers Bengaluru,2
52,Noor Ahmad   4 0 23 2 0 0 5.80,Gujarat Titans,Royal Challengers Bengaluru,2
52,Rashid Khan   1.4 0 25 0 0 0 15.00,Gujarat Titans,Royal Challengers Bengaluru,2
53,Mitchell Santner   3 0 10 1 0 0 3.30,Chennai Super Kings,Punjab Kings,2
53,Tushar Deshpande   4 0 35 2 0 1 8.80,Chennai Super Kings,Punjab Kings,2
53,Richard Gleeson   4 0 41 0 0 2 10.20,Chennai Super Kings,Punjab Kings,2
53,Ravindra Jadeja   4 0 20 3 0 0 5.00,Chennai Super Kings,Punjab Kings,2
53,Simarjeet Singh   3 0 16 2 0 0 5.30,Chennai Super Kings,Punjab Kings,2
53,Shardul Thakur   2 0 12 1 0 1 6.00,Chennai Super Kings,Punjab Kings,2
54,Vaibhav Arora   2 0 21 0 0 1 10.50,Kolkata Knight Riders,Lucknow Super Giants,2
54,Mitchell Starc   2 0 22 1 0 0 11.00,Kolkata Knight Riders,Lucknow Super Giants,2
54,Sunil Narine   4 0 22 1 0 1 5.50,Kolkata Knight Riders,Lucknow Super Giants,2
54,Harshit Rana   3.1 0 24 3 0 1 7.60,Kolkata Knight Riders,Lucknow Super Giants,2
54,Varun Chakaravarthy   3 0 30 3 0 0 10.00,Kolkata Knight Riders,Lucknow Super Giants,2
54,Andre Russell   2 0 17 2 0 3 8.50,Kolkata Knight Riders,Lucknow Super Giants,2
55,Bhuvneshwar Kumar   4 1 22 1 0 1 5.50,Sunrisers Hyderabad,Mumbai,2
55,Marco Jansen   3 0 45 1 0 6 15.00,Sunrisers Hyderabad,Mumbai,2
55,Pat Cummins (c)   4 1 35 1 0 1 8.80,Sunrisers Hyderabad,Mumbai,2
55,T Natarajan   3.2 0 31 0 0 0 9.30,Sunrisers Hyderabad,Mumbai,2
55,Nitish Reddy   2 0 16 0 0 0 8.00,Sunrisers Hyderabad,Mumbai,2
55,Shahbaz Ahmed   1 0 11 0 0 0 11.00,Sunrisers Hyderabad,Mumbai,2
56,Khaleel Ahmed   4 0 47 2 0 7 11.80,Delhi Capitals,Rajasthan Royals,2
56,Ishant Sharma   3 0 34 0 0 1 11.30,Delhi Capitals,Rajasthan Royals,2
56,Mukesh Kumar   3 0 30 2 0 1 10.00,Delhi Capitals,Rajasthan Royals,2
56,Axar Patel   3 0 25 1 0 0 8.30,Delhi Capitals,Rajasthan Royals,2
56,Kuldeep Yadav   4 0 25 2 1 0 6.20,Delhi Capitals,Rajasthan Royals,2
56,Rasikh Dar Salam   3 0 36 1 0 1 12.00,Delhi Capitals,Rajasthan Royals,2
57,Krishnappa Gowtham   2 0 29 0 0 1 14.50,Lucknow Super Giants,Sunrisers Hyderabad,2
57,Yash Thakur   2.4 0 47 0 0 1 17.60,Lucknow Super Giants,Sunrisers Hyderabad,2
57,Ravi Bishnoi   2 0 34 0 0 0 17.00,Lucknow Super Giants,Sunrisers Hyderabad,2
57,Naveen-ul-Haq   2 0 37 0 0 0 18.50,Lucknow Super Giants,Sunrisers Hyderabad,2
57,Ayush Badoni   1 0 19 0 0 0 19.00,Lucknow Super Giants,Sunrisers Hyderabad,2
58,Swapnil Singh   3 0 28 2 0 0 9.30,Royal Challengers Bengaluru,Punjab Kings,2
58,Mohammed Siraj   4 0 43 3 0 3 10.80,Royal Challengers Bengaluru,Punjab Kings,2
58,Yash Dayal   2 0 22 0 0 1 11.00,Royal Challengers Bengaluru,Punjab Kings,2
58,Lockie Ferguson   3 0 29 2 0 0 9.70,Royal Challengers Bengaluru,Punjab Kings,2
58,Will Jacks   1 0 5 0 0 0 5.00,Royal Challengers Bengaluru,Punjab Kings,2
58,Cameron Green   1 0 16 0 0 0 16.00,Royal Challengers Bengaluru,Punjab Kings,2
58,Karn Sharma   3 0 36 2 0 0 12.00,Royal Challengers Bengaluru,Punjab Kings,2
59,Umesh Yadav   3 0 20 1 0 0 6.70,Gujarat Titans,Chennai Super Kings,2
59,Sandeep Warrier   3 0 28 1 0 0 9.30,Gujarat Titans,Chennai Super Kings,2
59,Kartik Tyagi   4 0 51 0 0 2 12.80,Gujarat Titans,Chennai Super Kings,2
59,Noor Ahmad   2 0 25 0 0 0 12.50,Gujarat Titans,Chennai Super Kings,2
59,Rashid Khan   4 0 38 2 0 0 9.50,Gujarat Titans,Chennai Super Kings,2
59,Mohit Sharma   4 0 31 3 0 2 7.80,Gujarat Titans,Chennai Super Kings,2
60,Vaibhav Arora   2 0 16 0 1 1 8.00,Kolkata Knight Riders,Mumbai,2
60,Mitchell Starc   1 0 11 0 0 0 11.00,Kolkata Knight Riders,Mumbai,2
60,Harshit Rana   3 0 34 2 0 1 11.30,Kolkata Knight Riders,Mumbai,2
60,Sunil Narine   3 0 21 1 0 0 7.00,Kolkata Knight Riders,Mumbai,2
60,Varun Chakaravarthy   4 0 17 2 0 1 4.20,Kolkata Knight Riders,Mumbai,2
60,Andre Russell   3 0 34 2 0 2 11.30,Kolkata Knight Riders,Mumbai,2
61,Trent Boult   2.2 0 24 0 0 1 10.30,Rajasthan Royals,Chennai Super Kings,2
61,Sandeep Sharma   3 0 30 0 0 1 10.00,Rajasthan Royals,Chennai Super Kings,2
61,Ravichandran Ashwin   4 0 35 2 0 1 8.80,Rajasthan Royals,Chennai Super Kings,2
61,Nandre Burger   3 0 21 1 0 0 7.00,Rajasthan Royals,Chennai Super Kings,2
61,Yuzvendra Chahal   4 0 22 1 0 1 5.50,Rajasthan Royals,Chennai Super Kings,2
61,Avesh Khan   2 0 12 0 0 1 6.00,Rajasthan Royals,Chennai Super Kings,2
62,Swapnil Singh   1 0 9 1 0 0 9.00,Royal Challengers Bengaluru,Delhi Capitals,2
62,Mohammed Siraj   4 0 33 1 0 2 8.20,Royal Challengers Bengaluru,Delhi Capitals,2
62,Yash Dayal   3.1 0 20 3 0 1 6.30,Royal Challengers Bengaluru,Delhi Capitals,2
62,Karn Sharma   2 0 19 0 0 0 9.50,Royal Challengers Bengaluru,Delhi Capitals,2
62,Lockie Ferguson   4 0 23 2 0 0 5.80,Royal Challengers Bengaluru,Delhi Capitals,2
62,Cameron Green   4 0 19 1 0 2 4.80,Royal Challengers Bengaluru,Delhi Capitals,2
62,Will Jacks   1 0 16 0 0 0 16.00,Royal Challengers Bengaluru,Delhi Capitals,2
64,Ishant Sharma   4 0 34 3 0 2 8.50,Delhi Capitals,Lucknow Super Giants,2
64,Khaleel Ahmed   2 0 22 1 0 1 11.00,Delhi Capitals,Lucknow Super Giants,2
64,Axar Patel   1 0 20 1 0 0 20.00,Delhi Capitals,Lucknow Super Giants,2
64,Mukesh Kumar   4 0 33 1 0 2 8.20,Delhi Capitals,Lucknow Super Giants,2
64,Kuldeep Yadav   4 0 33 1 0 0 8.20,Delhi Capitals,Lucknow Super Giants,2
64,Tristan Stubbs   1 0 4 1 0 0 4.00,Delhi Capitals,Lucknow Super Giants,2
64,Gulbadin Naib   1 0 12 0 0 0 12.00,Delhi Capitals,Lucknow Super Giants,2
64,Rasikh Dar Salam   3 0 30 0 0 0 10.00,Delhi Capitals,Lucknow Super Giants,2
65,Trent Boult   3 0 27 1 0 0 9.00,Rajasthan Royals,Punjab Kings,2
65,Sandeep Sharma   4 0 28 0 0 0 7.00,Rajasthan Royals,Punjab Kings,2
65,Avesh Khan   3.5 0 28 2 0 0 7.30,Rajasthan Royals,Punjab Kings,2
65,Ravichandran Ashwin   4 0 31 0 0 0 7.80,Rajasthan Royals,Punjab Kings,2
65,Yuzvendra Chahal   4 0 31 2 0 1 7.80,Rajasthan Royals,Punjab Kings,2
67,Arshad Khan   2 0 11 0 0 3 5.50,Lucknow Super Giants,Mumbai,2
67,Matt Henry   2 0 24 0 0 2 12.00,Lucknow Super Giants,Mumbai,2
67,Krunal Pandya   4 0 29 1 0 1 7.20,Lucknow Super Giants,Mumbai,2
67,Mohsin Khan   4 0 45 1 0 3 11.20,Lucknow Super Giants,Mumbai,2
67,Naveen-ul-Haq   4 0 50 2 1 1 12.50,Lucknow Super Giants,Mumbai,2
67,Ravi Bishnoi   4 0 37 2 0 0 9.20,Lucknow Super Giants,Mumbai,2
68,Glenn Maxwell   4 0 25 1 0 5 6.20,Royal Challengers Bengaluru,Chennai Super Kings,2
68,Mohammed Siraj   4 0 35 1 0 1 8.80,Royal Challengers Bengaluru,Chennai Super Kings,2
68,Yash Dayal   4 0 42 2 0 0 10.50,Royal Challengers Bengaluru,Chennai Super Kings,2
68,Swapnil Singh   2 0 13 0 0 1 6.50,Royal Challengers Bengaluru,Chennai Super Kings,2
68,Karn Sharma   1 0 14 0 0 0 14.00,Royal Challengers Bengaluru,Chennai Super Kings,2
68,Lockie Ferguson   3 0 39 1 2 0 13.00,Royal Challengers Bengaluru,Chennai Super Kings,2
68,Cameron Green   2 0 18 1 0 1 9.00,Royal Challengers Bengaluru,Chennai Super Kings,2
69,Arshdeep Singh   4 0 37 2 0 1 9.20,Punjab Kings,Sunrisers Hyderabad,2
69,Rishi Dhawan   3 0 35 0 0 1 11.70,Punjab Kings,Sunrisers Hyderabad,2
69,Harshal Patel   4 0 49 2 1 2 12.20,Punjab Kings,Sunrisers Hyderabad,2
69,Rahul Chahar   4 0 43 0 0 1 10.80,Punjab Kings,Sunrisers Hyderabad,2
69,Harpreet Brar   3 0 36 1 0 5 12.00,Punjab Kings,Sunrisers Hyderabad,2
69,Shashank Singh   1 0 5 1 0 0 5.00,Punjab Kings,Sunrisers Hyderabad,2
69,Atharva Taide   0.1 0 4 0 0 0 24.00,Punjab Kings,Sunrisers Hyderabad,2
71,Bhuvneshwar Kumar   3 0 28 0 0 0 9.30,Sunrisers Hyderabad,Kolkata Knight Riders,2
71,Pat Cummins (c)   3 0 38 1 0 1 12.70,Sunrisers Hyderabad,Kolkata Knight Riders,2
71,T Natarajan   3 0 22 1 0 1 7.30,Sunrisers Hyderabad,Kolkata Knight Riders,2
71,Vijayakanth Viyaskanth   2 0 22 0 0 0 11.00,Sunrisers Hyderabad,Kolkata Knight Riders,2
71,Travis Head   1.4 0 32 0 0 0 19.20,Sunrisers Hyderabad,Kolkata Knight Riders,2
71,Nitish Reddy   1 0 13 0 0 0 13.00,Sunrisers Hyderabad,Kolkata Knight Riders,2
72,Swapnil Singh   2 0 19 0 0 0 9.50,Royal Challengers Bengaluru,Rajasthan Royals,2
72,Mohammed Siraj   4 0 33 2 0 3 8.20,Royal Challengers Bengaluru,Rajasthan Royals,2
72,Yash Dayal   3 0 37 0 0 0 12.30,Royal Challengers Bengaluru,Rajasthan Royals,2
72,Lockie Ferguson   4 0 37 1 0 0 9.20,Royal Challengers Bengaluru,Rajasthan Royals,2
72,Karn Sharma   2 0 19 1 0 2 9.50,Royal Challengers Bengaluru,Rajasthan Royals,2
72,Cameron Green   4 0 28 1 0 0 7.00,Royal Challengers Bengaluru,Rajasthan Royals,2
73,Bhuvneshwar Kumar   3 0 33 0 0 0 11.00,Sunrisers Hyderabad,Rajasthan Royals,2
73,Pat Cummins (c)   4 0 30 1 0 1 7.50,Sunrisers Hyderabad,Rajasthan Royals,2
73,T Natarajan   3 0 13 1 0 1 4.30,Sunrisers Hyderabad,Rajasthan Royals,2
73,Jaydev Unadkat   1 0 5 0 0 1 5.00,Sunrisers Hyderabad,Rajasthan Royals,2
73,Shahbaz Ahmed   4 0 23 3 0 0 5.80,Sunrisers Hyderabad,Rajasthan Royals,2
73,Abhishek Sharma   4 0 24 2 0 0 6.00,Sunrisers Hyderabad,Rajasthan Royals,2
73,Aiden Markram   1 0 10 0 1 0 10.00,Sunrisers Hyderabad,Rajasthan Royals,2
74,Bhuvneshwar Kumar   2 0 25 0 0 1 12.50,Sunrisers Hyderabad,Kolkata Knight Riders,2
74,Pat Cummins (c)   2 0 18 1 0 2 9.00,Sunrisers Hyderabad,Kolkata Knight Riders,2
74,T Natarajan   2 0 29 0 0 2 14.50,Sunrisers Hyderabad,Kolkata Knight Riders,2
74,Shahbaz Ahmed   2.3 0 22 1 0 0 8.80,Sunrisers Hyderabad,Kolkata Knight Riders,2
74,Jaydev Unadkat   1 0 9 0 0 0 9.00,Sunrisers Hyderabad,Kolkata Knight Riders,2
74,Aiden Markram   1 0 5 0 0 0 5.00,Sunrisers Hyderabad,Kolkata Knight Riders,2
